Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50223,IS224,Lập trình khoa học dữ liệu,3,8.2,4,B,Đạt
A50223,AI130,Trí tuệ nhân tạo,3,7.8,4,B,Đạt
A50224,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50224,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.5,1,C,Đạt
A50224,SH131,Pháp luật đại cương,2,7.7,1,B,Đạt
A50224,ML113,Triết học Mác - Lênin,3,7.3,1,B,Đạt
A50224,GE111,Tiếng Anh sơ cấp 1,2,6.1,1,C,Đạt
A50224,CS121,Lập trình cơ sở 1,3,5.0,2,D,Đạt
A50224,MA120,Đại số tuyến tính,3,8.5,2,A,Đạt
A50224,GE112,Tiếng Anh sơ cấp 2,2,7.2,2,B,Đạt
A50224,ML114,Kinh tế chính trị Mác - Lênin,2,5.6,2,C,Đạt
A50224,CS212,Kiến trúc máy tính,3,7.9,2,B,Đạt
A50224,CS123,Lập trình cơ sở 2,2,9.3,3,A,Đạt
A50224,MA110,Giải tích 1,3,8.4,3,B,Đạt
A50224,MI201,Toán rời rạc,3,7.9,3,B,Đạt
A50224,GE121,Tiếng Anh sơ trung cấp 1,2,9.3,3,A,Đạt
A50224,ML115,Chủ nghĩa xã hội khoa học,2,7.6,3,B,Đạt
A50224,NA151,Khoa học môi trường,2,7.1,3,B,Đạt
A50224,CS122,Lập trình hướng đối tượng,3,7.9,4,B,Đạt
A50224,ML202,Tư tưởng Hồ Chí Minh,2,9.6,4,A,Đạt
A50224,GE222,Tiếng Anh sơ trung cấp 2,2,10.0,4,A,Đạt
A50224,MA239,Xác suất thống kê,3,10.0,4,A,Đạt
A50224,IS224,Lập trình khoa học dữ liệu,3,9.8,4,A,Đạt
A50224,AI130,Trí tuệ nhân tạo,3,6.2,4,C,Đạt
A50225,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50225,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.4,1,B,Đạt
A50225,SH131,Pháp luật đại cương,2,9.1,1,A,Đạt
A50225,ML113,Triết học Mác - Lênin,3,8.8,1,A,Đạt
A50225,GE111,Tiếng Anh sơ cấp 1,2,4.8,1,D,Đạt
A50225,CS121,Lập trình cơ sở 1,3,7.5,2,B,Đạt
A50225,MA120,Đại số tuyến tính,3,8.5,2,A,Đạt
A50225,GE112,Tiếng Anh sơ cấp 2,2,6.6,2,C,Đạt
A50225,ML114,Kinh tế chính trị Mác - Lênin,2,8.1,2,B,Đạt
A50225,CS212,Kiến trúc máy tính,3,8.7,2,A,Đạt
A50225,CS123,Lập trình cơ sở 2,2,9.3,3,A,Đạt
A50225,MA110,Giải tích 1,3,7.7,3,B,Đạt
A50225,MI201,Toán rời rạc,3,8.7,3,A,Đạt
A50225,GE121,Tiếng Anh sơ trung cấp 1,2,8.2,3,B,Đạt
A50225,ML115,Chủ nghĩa xã hội khoa học,2,10.0,3,A,Đạt
A50225,NA151,Khoa học môi trường,2,6.8,3,C,Đạt
A50225,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50225,ML202,Tư tưởng Hồ Chí Minh,2,9.2,4,A,Đạt
A50225,GE222,Tiếng Anh sơ trung cấp 2,2,7.8,4,B,Đạt
A50225,MA239,Xác suất thống kê,3,8.6,4,A,Đạt
A50225,IS224,Lập trình khoa học dữ liệu,3,6.1,4,C,Đạt
A50225,AI130,Trí tuệ nhân tạo,3,8.5,4,A,Đạt
A50226,CS100,Tin học đại cương,2,8.7,1,A,Đạt
A50226,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,1.6,1,F,Học lại
A50226,SH131,Pháp luật đại cương,2,5.0,1,D,Đạt
A50226,ML113,Triết học Mác - Lênin,3,2.8,1,F,Học lại
A50226,GE111,Tiếng Anh sơ cấp 1,2,6.4,1,C,Đạt
A50226,CS121,Lập trình cơ sở 1,3,6.5,2,C,Đạt
A50226,MA120,Đại số tuyến tính,3,3.4,2,F,Học lại
A50226,GE112,Tiếng Anh sơ cấp 2,2,5.1,2,D,Đạt
A50226,ML114,Kinh tế chính trị Mác - Lênin,2,5.7,2,C,Đạt
A50226,CS212,Kiến trúc máy tính,3,7.3,2,B,Đạt
A50226,CS123,Lập trình cơ sở 2,2,5.6,3,C,Đạt
A50226,MA110,Giải tích 1,3,5.6,3,C,Đạt
A50226,MI201,Toán rời rạc,3,5.6,3,C,Đạt
A50226,GE121,Tiếng Anh sơ trung cấp 1,2,6.2,3,C,Đạt
A50226,ML115,Chủ nghĩa xã hội khoa học,2,4.8,3,D,Đạt
A50226,NA151,Khoa học môi trường,2,5.5,3,C,Đạt
A50226,CS122,Lập trình hướng đối tượng,3,6.8,4,C,Đạt
A50226,ML202,Tư tưởng Hồ Chí Minh,2,6.0,4,C,Đạt
A50226,GE222,Tiếng Anh sơ trung cấp 2,2,7.5,4,B,Đạt
A50226,MA239,Xác suất thống kê,3,4.4,4,D,Đạt
A50226,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50226,AI130,Trí tuệ nhân tạo,3,6.7,4,C,Đạt
A50227,CS100,Tin học đại cương,2,6.9,1,C,Đạt
A50227,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.2,1,C,Đạt
A50227,SH131,Pháp luật đại cương,2,6.8,1,C,Đạt
A50227,ML113,Triết học Mác - Lênin,3,5.7,1,C,Đạt
A50227,GE111,Tiếng Anh sơ cấp 1,2,5.3,1,D,Đạt
A50227,CS121,Lập trình cơ sở 1,3,4.8,2,D,Đạt
A50227,MA120,Đại số tuyến tính,3,5.1,2,D,Đạt
A50227,GE112,Tiếng Anh sơ cấp 2,2,5.2,2,D,Đạt
A50227,ML114,Kinh tế chính trị Mác - Lênin,2,5.9,2,C,Đạt
A50227,CS212,Kiến trúc máy tính,3,8.0,2,B,Đạt
A50227,CS123,Lập trình cơ sở 2,2,7.1,3,B,Đạt
A50227,MA110,Giải tích 1,3,5.3,3,D,Đạt
A50227,MI201,Toán rời rạc,3,6.6,3,C,Đạt
A50227,GE121,Tiếng Anh sơ trung cấp 1,2,4.4,3,D,Đạt
A50227,ML115,Chủ nghĩa xã hội khoa học,2,6.3,3,C,Đạt
A50227,NA151,Khoa học môi trường,2,5.0,3,D,Đạt
A50227,CS122,Lập trình hướng đối tượng,3,6.8,4,C,Đạt
A50227,ML202,Tư tưởng Hồ Chí Minh,2,6.8,4,C,Đạt
A50227,GE222,Tiếng Anh sơ trung cấp 2,2,2.5,4,F,Học lại
A50227,MA239,Xác suất thống kê,3,6.6,4,C,Đạt
A50227,IS224,Lập trình khoa học dữ liệu,3,5.3,4,D,Đạt
A50227,AI130,Trí tuệ nhân tạo,3,4.4,4,D,Đạt
A50228,CS100,Tin học đại cương,2,7.4,1,B,Đạt
A50228,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.1,1,D,Đạt
A50228,SH131,Pháp luật đại cương,2,9.2,1,A,Đạt
A50228,ML113,Triết học Mác - Lênin,3,7.4,1,B,Đạt
A50228,CS121,Lập trình cơ sở 1,3,5.6,2,C,Đạt
A50228,MA120,Đại số tuyến tính,3,5.2,2,D,Đạt
A50228,GE112,Tiếng Anh sơ cấp 2,2,8.6,2,A,Đạt
A50228,ML114,Kinh tế chính trị Mác - Lênin,2,7.8,2,B,Đạt
A50228,CS212,Kiến trúc máy tính,3,7.8,2,B,Đạt
A50228,CS123,Lập trình cơ sở 2,2,5.4,3,D,Đạt
A50228,MA110,Giải tích 1,3,8.6,3,A,Đạt
A50228,MI201,Toán rời rạc,3,5.2,3,D,Đạt
A50228,GE121,Tiếng Anh sơ trung cấp 1,2,4.9,3,D,Đạt
A50228,ML115,Chủ nghĩa xã hội khoa học,2,7.0,3,B,Đạt
A50228,NA151,Khoa học môi trường,2,5.0,3,D,Đạt
A50228,CS122,Lập trình hướng đối tượng,3,2.9,4,F,Học lại
A50228,ML202,Tư tưởng Hồ Chí Minh,2,6.5,4,C,Đạt
A50228,GE222,Tiếng Anh sơ trung cấp 2,2,6.4,4,C,Đạt
A50228,MA239,Xác suất thống kê,3,8.4,4,B,Đạt
A50228,IS224,Lập trình khoa học dữ liệu,3,8.6,4,A,Đạt
A50228,AI130,Trí tuệ nhân tạo,3,6.9,4,C,Đạt
A50229,CS100,Tin học đại cương,2,10.0,1,A,Đạt
A50229,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,10.0,1,A,Đạt
A50229,SH131,Pháp luật đại cương,2,7.4,1,B,Đạt
A50229,ML113,Triết học Mác - Lênin,3,6.5,1,C,Đạt
A50229,GE111,Tiếng Anh sơ cấp 1,2,7.6,1,B,Đạt
A50229,CS121,Lập trình cơ sở 1,3,7.2,2,B,Đạt
A50229,MA120,Đại số tuyến tính,3,5.3,2,D,Đạt
A50229,GE112,Tiếng Anh sơ cấp 2,2,3.6,2,F,Học lại
A50229,ML114,Kinh tế chính trị Mác - Lênin,2,7.4,2,B,Đạt
A50229,CS212,Kiến trúc máy tính,3,9.2,2,A,Đạt
A50229,CS123,Lập trình cơ sở 2,2,7.8,3,B,Đạt
A50229,MA110,Giải tích 1,3,6.8,3,C,Đạt
A50229,MI201,Toán rời rạc,3,7.1,3,B,Đạt
A50229,GE121,Tiếng Anh sơ trung cấp 1,2,7.8,3,B,Đạt
A50229,ML115,Chủ nghĩa xã hội khoa học,2,5.0,3,D,Đạt
A50229,NA151,Khoa học môi trường,2,7.2,3,B,Đạt
A50229,GE222,Tiếng Anh sơ trung cấp 2,2,4.4,4,D,Đạt
A50229,MA239,Xác suất thống kê,3,8.0,4,B,Đạt
A50229,IS224,Lập trình khoa học dữ liệu,3,7.5,4,B,Đạt
A50229,AI130,Trí tuệ nhân tạo,3,6.8,4,C,Đạt
A50230,CS100,Tin học đại cương,2,6.5,1,C,Đạt
A50230,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.4,1,A,Đạt
A50230,SH131,Pháp luật đại cương,2,6.5,1,C,Đạt
A50230,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50230,GE111,Tiếng Anh sơ cấp 1,2,4.4,1,D,Đạt
A50230,CS121,Lập trình cơ sở 1,3,6.6,2,C,Đạt
A50230,MA120,Đại số tuyến tính,3,6.1,2,C,Đạt
A50230,GE112,Tiếng Anh sơ cấp 2,2,5.7,2,C,Đạt
A50230,ML114,Kinh tế chính trị Mác - Lênin,2,7.9,2,B,Đạt
A50230,CS212,Kiến trúc máy tính,3,8.2,2,B,Đạt
A50230,CS123,Lập trình cơ sở 2,2,5.9,3,C,Đạt
A50230,MA110,Giải tích 1,3,5.3,3,D,Đạt
A50230,MI201,Toán rời rạc,3,5.2,3,D,Đạt
A50230,GE121,Tiếng Anh sơ trung cấp 1,2,6.5,3,C,Đạt
A50230,ML115,Chủ nghĩa xã hội khoa học,2,7.6,3,B,Đạt
A50230,NA151,Khoa học môi trường,2,5.2,3,D,Đạt
A50230,CS122,Lập trình hướng đối tượng,3,8.7,4,A,Đạt
A50230,ML202,Tư tưởng Hồ Chí Minh,2,6.4,4,C,Đạt
A50230,GE222,Tiếng Anh sơ trung cấp 2,2,8.5,4,A,Đạt
A50230,MA239,Xác suất thống kê,3,6.6,4,C,Đạt
A50230,IS224,Lập trình khoa học dữ liệu,3,8.4,4,B,Đạt
A50230,AI130,Trí tuệ nhân tạo,3,8.6,4,A,Đạt
A50231,CS100,Tin học đại cương,2,5.9,1,C,Đạt
A50231,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.4,1,B,Đạt
A50231,SH131,Pháp luật đại cương,2,7.1,1,B,Đạt
A50231,ML113,Triết học Mác - Lênin,3,4.7,1,D,Đạt
A50231,GE111,Tiếng Anh sơ cấp 1,2,4.7,1,D,Đạt
A50231,CS121,Lập trình cơ sở 1,3,5.2,2,D,Đạt
A50231,MA120,Đại số tuyến tính,3,6.9,2,C,Đạt
A50231,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50231,ML114,Kinh tế chính trị Mác - Lênin,2,7.0,2,B,Đạt
A50231,CS212,Kiến trúc máy tính,3,7.4,2,B,Đạt
A50231,CS123,Lập trình cơ sở 2,2,5.4,3,D,Đạt
A50231,MA110,Giải tích 1,3,5.5,3,C,Đạt
A50231,MI201,Toán rời rạc,3,6.6,3,C,Đạt
A50231,GE121,Tiếng Anh sơ trung cấp 1,2,5.5,3,C,Đạt
A50231,ML115,Chủ nghĩa xã hội khoa học,2,6.1,3,C,Đạt
A50231,NA151,Khoa học môi trường,2,4.9,3,D,Đạt
A50231,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50231,ML202,Tư tưởng Hồ Chí Minh,2,5.2,4,D,Đạt
A50231,GE222,Tiếng Anh sơ trung cấp 2,2,7.5,4,B,Đạt
A50231,MA239,Xác suất thống kê,3,8.0,4,B,Đạt
A50231,IS224,Lập trình khoa học dữ liệu,3,10.0,4,A,Đạt
A50231,AI130,Trí tuệ nhân tạo,3,5.3,4,D,Đạt
A50232,CS100,Tin học đại cương,2,5.4,1,D,Đạt
A50232,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.8,1,C,Đạt
A50232,SH131,Pháp luật đại cương,2,10.0,1,A,Đạt
A50232,ML113,Triết học Mác - Lênin,3,8.7,1,A,Đạt
A50232,GE111,Tiếng Anh sơ cấp 1,2,9.1,1,A,Đạt
A50232,CS121,Lập trình cơ sở 1,3,9.9,2,A,Đạt
A50232,MA120,Đại số tuyến tính,3,9.1,2,A,Đạt
A50232,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50232,ML114,Kinh tế chính trị Mác - Lênin,2,8.8,2,A,Đạt
A50232,CS212,Kiến trúc máy tính,3,6.7,2,C,Đạt
A50232,CS123,Lập trình cơ sở 2,2,7.2,3,B,Đạt
A50232,MA110,Giải tích 1,3,9.7,3,A,Đạt
A50232,MI201,Toán rời rạc,3,7.6,3,B,Đạt
A50232,GE121,Tiếng Anh sơ trung cấp 1,2,8.8,3,A,Đạt
A50232,ML115,Chủ nghĩa xã hội khoa học,2,6.7,3,C,Đạt
A50232,NA151,Khoa học môi trường,2,5.8,3,C,Đạt
A50232,CS122,Lập trình hướng đối tượng,3,10.0,4,A,Đạt
A50232,ML202,Tư tưởng Hồ Chí Minh,2,10.0,4,A,Đạt
A50232,GE222,Tiếng Anh sơ trung cấp 2,2,5.8,4,C,Đạt
A50232,MA239,Xác suất thống kê,3,8.0,4,B,Đạt
A50232,IS224,Lập trình khoa học dữ liệu,3,9.0,4,A,Đạt
A50232,AI130,Trí tuệ nhân tạo,3,7.3,4,B,Đạt
A50233,CS100,Tin học đại cương,2,8.5,1,A,Đạt
A50233,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.8,1,D,Đạt
A50233,SH131,Pháp luật đại cương,2,3.5,1,F,Học lại
A50233,ML113,Triết học Mác - Lênin,3,5.6,1,C,Đạt
A50233,GE111,Tiếng Anh sơ cấp 1,2,5.3,1,D,Đạt
A50233,CS121,Lập trình cơ sở 1,3,7.4,2,B,Đạt
A50233,MA120,Đại số tuyến tính,3,5.6,2,C,Đạt
A50233,GE112,Tiếng Anh sơ cấp 2,2,6.7,2,C,Đạt
A50233,ML114,Kinh tế chính trị Mác - Lênin,2,5.3,2,D,Đạt
A50233,CS212,Kiến trúc máy tính,3,5.1,2,D,Đạt
A50233,CS123,Lập trình cơ sở 2,2,6.9,3,C,Đạt
A50233,MA110,Giải tích 1,3,6.1,3,C,Đạt
A50233,MI201,Toán rời rạc,3,9.0,3,A,Đạt
A50233,GE121,Tiếng Anh sơ trung cấp 1,2,8.5,3,A,Đạt
A50233,ML115,Chủ nghĩa xã hội khoa học,2,7.7,3,B,Đạt
A50233,NA151,Khoa học môi trường,2,6.4,3,C,Đạt
A50233,CS122,Lập trình hướng đối tượng,3,7.0,4,B,Đạt
A50233,ML202,Tư tưởng Hồ Chí Minh,2,6.0,4,C,Đạt
A50233,GE222,Tiếng Anh sơ trung cấp 2,2,7.3,4,B,Đạt
A50233,MA239,Xác suất thống kê,3,4.9,4,D,Đạt
A50233,IS224,Lập trình khoa học dữ liệu,3,5.7,4,C,Đạt
A50233,AI130,Trí tuệ nhân tạo,3,9.3,4,A,Đạt
A50234,CS100,Tin học đại cương,2,6.5,1,C,Đạt
A50234,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,3.7,1,F,Học lại
A50234,SH131,Pháp luật đại cương,2,9.6,1,A,Đạt
A50234,ML113,Triết học Mác - Lênin,3,7.5,1,B,Đạt
A50234,GE111,Tiếng Anh sơ cấp 1,2,8.2,1,B,Đạt
A50234,CS121,Lập trình cơ sở 1,3,6.9,2,C,Đạt
A50234,MA120,Đại số tuyến tính,3,9.8,2,A,Đạt
A50234,GE112,Tiếng Anh sơ cấp 2,2,4.8,2,D,Đạt
A50234,ML114,Kinh tế chính trị Mác - Lênin,2,5.9,2,C,Đạt
A50234,CS212,Kiến trúc máy tính,3,7.6,2,B,Đạt
A50234,CS123,Lập trình cơ sở 2,2,7.8,3,B,Đạt
A50234,MA110,Giải tích 1,3,6.1,3,C,Đạt
A50234,MI201,Toán rời rạc,3,5.7,3,C,Đạt
A50234,GE121,Tiếng Anh sơ trung cấp 1,2,7.7,3,B,Đạt
A50234,ML115,Chủ nghĩa xã hội khoa học,2,8.4,3,B,Đạt
A50234,NA151,Khoa học môi trường,2,9.2,3,A,Đạt
A50234,CS122,Lập trình hướng đối tượng,3,8.6,4,A,Đạt
A50234,ML202,Tư tưởng Hồ Chí Minh,2,8.5,4,A,Đạt
A50234,GE222,Tiếng Anh sơ trung cấp 2,2,6.3,4,C,Đạt
A50234,MA239,Xác suất thống kê,3,7.1,4,B,Đạt
A50234,IS224,Lập trình khoa học dữ liệu,3,7.8,4,B,Đạt
A50234,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50235,CS100,Tin học đại cương,2,8.1,1,B,Đạt
A50235,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.9,1,A,Đạt
A50235,SH131,Pháp luật đại cương,2,9.2,1,A,Đạt
A50235,ML113,Triết học Mác - Lênin,3,7.2,1,B,Đạt
A50235,GE111,Tiếng Anh sơ cấp 1,2,8.3,1,B,Đạt
A50235,CS121,Lập trình cơ sở 1,3,5.4,2,D,Đạt
A50235,MA120,Đại số tuyến tính,3,7.3,2,B,Đạt
A50235,GE112,Tiếng Anh sơ cấp 2,2,9.4,2,A,Đạt
A50235,ML114,Kinh tế chính trị Mác - Lênin,2,9.6,2,A,Đạt
A50235,CS212,Kiến trúc máy tính,3,7.5,2,B,Đạt
A50235,CS123,Lập trình cơ sở 2,2,9.1,3,A,Đạt
A50235,MA110,Giải tích 1,3,7.0,3,B,Đạt
A50235,MI201,Toán rời rạc,3,7.6,3,B,Đạt
A50235,GE121,Tiếng Anh sơ trung cấp 1,2,6.7,3,C,Đạt
A50235,ML115,Chủ nghĩa xã hội khoa học,2,3.6,3,F,Học lại
A50235,NA151,Khoa học môi trường,2,6.4,3,C,Đạt
A50235,CS122,Lập trình hướng đối tượng,3,7.9,4,B,Đạt
A50235,ML202,Tư tưởng Hồ Chí Minh,2,8.6,4,A,Đạt
A50235,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50235,MA239,Xác suất thống kê,3,4.1,4,D,Đạt
A50235,IS224,Lập trình khoa học dữ liệu,3,5.1,4,D,Đạt
A50235,AI130,Trí tuệ nhân tạo,3,9.0,4,A,Đạt
A50236,CS100,Tin học đại cương,2,7.8,1,B,Đạt
A50236,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.0,1,C,Đạt
A50236,SH131,Pháp luật đại cương,2,3.7,1,F,Học lại
A50236,ML113,Triết học Mác - Lênin,3,8.1,1,B,Đạt
A50236,GE111,Tiếng Anh sơ cấp 1,2,8.2,1,B,Đạt
A50236,CS121,Lập trình cơ sở 1,3,5.2,2,D,Đạt
A50236,MA120,Đại số tuyến tính,3,4.5,2,D,Đạt
A50236,GE112,Tiếng Anh sơ cấp 2,2,6.8,2,C,Đạt
A50236,ML114,Kinh tế chính trị Mác - Lênin,2,6.3,2,C,Đạt
A50236,CS212,Kiến trúc máy tính,3,9.1,2,A,Đạt
A50236,CS123,Lập trình cơ sở 2,2,9.5,3,A,Đạt
A50236,MA110,Giải tích 1,3,6.8,3,C,Đạt
A50236,MI201,Toán rời rạc,3,7.1,3,B,Đạt
A50236,GE121,Tiếng Anh sơ trung cấp 1,2,5.1,3,D,Đạt
A50236,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50236,NA151,Khoa học môi trường,2,8.1,3,B,Đạt
A50236,CS122,Lập trình hướng đối tượng,3,7.8,4,B,Đạt
A50236,ML202,Tư tưởng Hồ Chí Minh,2,7.6,4,B,Đạt
A50236,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50236,MA239,Xác suất thống kê,3,5.0,4,D,Đạt
A50236,IS224,Lập trình khoa học dữ liệu,3,4.2,4,D,Đạt
A50236,AI130,Trí tuệ nhân tạo,3,6.0,4,C,Đạt
A50237,CS100,Tin học đại cương,2,7.7,1,B,Đạt
A50237,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.8,1,C,Đạt
A50237,SH131,Pháp luật đại cương,2,7.8,1,B,Đạt
A50237,ML113,Triết học Mác - Lênin,3,6.5,1,C,Đạt
A50237,GE111,Tiếng Anh sơ cấp 1,2,7.9,1,B,Đạt
A50237,CS121,Lập trình cơ sở 1,3,5.7,2,C,Đạt
A50237,MA120,Đại số tuyến tính,3,5.0,2,D,Đạt
A50237,GE112,Tiếng Anh sơ cấp 2,2,6.2,2,C,Đạt
A50237,ML114,Kinh tế chính trị Mác - Lênin,2,7.0,2,B,Đạt
A50237,CS212,Kiến trúc máy tính,3,7.5,2,B,Đạt
A50237,CS123,Lập trình cơ sở 2,2,5.7,3,C,Đạt
A50237,MA110,Giải tích 1,3,8.8,3,A,Đạt
A50237,MI201,Toán rời rạc,3,4.2,3,D,Đạt
A50237,GE121,Tiếng Anh sơ trung cấp 1,2,5.5,3,C,Đạt
A50237,ML115,Chủ nghĩa xã hội khoa học,2,8.6,3,A,Đạt
A50237,NA151,Khoa học môi trường,2,5.0,3,D,Đạt
A50237,CS122,Lập trình hướng đối tượng,3,9.2,4,A,Đạt
A50237,ML202,Tư tưởng Hồ Chí Minh,2,9.5,4,A,Đạt
A50237,GE222,Tiếng Anh sơ trung cấp 2,2,8.3,4,B,Đạt
A50237,MA239,Xác suất thống kê,3,6.7,4,C,Đạt
A50237,IS224,Lập trình khoa học dữ liệu,3,8.6,4,A,Đạt
A50237,AI130,Trí tuệ nhân tạo,3,8.2,4,B,Đạt
A50238,CS100,Tin học đại cương,2,5.9,1,C,Đạt
A50238,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.7,1,C,Đạt
A50238,SH131,Pháp luật đại cương,2,4.6,1,D,Đạt
A50238,ML113,Triết học Mác - Lênin,3,7.4,1,B,Đạt
A50238,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50238,CS121,Lập trình cơ sở 1,3,6.1,2,C,Đạt
A50238,MA120,Đại số tuyến tính,3,6.4,2,C,Đạt
A50238,GE112,Tiếng Anh sơ cấp 2,2,5.5,2,C,Đạt
A50238,ML114,Kinh tế chính trị Mác - Lênin,2,6.1,2,C,Đạt
A50238,CS212,Kiến trúc máy tính,3,7.5,2,B,Đạt
A50238,CS123,Lập trình cơ sở 2,2,3.0,3,F,Học lại
A50238,MA110,Giải tích 1,3,5.9,3,C,Đạt
A50238,MI201,Toán rời rạc,3,4.9,3,D,Đạt
A50238,GE121,Tiếng Anh sơ trung cấp 1,2,7.2,3,B,Đạt
A50238,ML115,Chủ nghĩa xã hội khoa học,2,7.5,3,B,Đạt
A50238,NA151,Khoa học môi trường,2,3.8,3,F,Học lại
A50238,CS122,Lập trình hướng đối tượng,3,5.6,4,C,Đạt
A50238,ML202,Tư tưởng Hồ Chí Minh,2,5.8,4,C,Đạt
A50238,GE222,Tiếng Anh sơ trung cấp 2,2,5.0,4,D,Đạt
A50238,MA239,Xác suất thống kê,3,4.3,4,D,Đạt
A50238,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50238,AI130,Trí tuệ nhân tạo,3,5.9,4,C,Đạt
A50239,CS100,Tin học đại cương,2,7.7,1,B,Đạt
A50239,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.2,1,A,Đạt
A50239,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50239,GE111,Tiếng Anh sơ cấp 1,2,7.9,1,B,Đạt
A50239,CS121,Lập trình cơ sở 1,3,8.4,2,B,Đạt
A50239,GE112,Tiếng Anh sơ cấp 2,2,9.0,2,A,Đạt
A50239,ML114,Kinh tế chính trị Mác - Lênin,2,8.7,2,A,Đạt
A50239,CS212,Kiến trúc máy tính,3,10.0,2,A,Đạt
A50239,CS123,Lập trình cơ sở 2,2,7.3,3,B,Đạt
A50239,MA110,Giải tích 1,3,8.0,3,B,Đạt
A50239,MI201,Toán rời rạc,3,7.9,3,B,Đạt
A50239,GE121,Tiếng Anh sơ trung cấp 1,2,7.9,3,B,Đạt
A50239,ML115,Chủ nghĩa xã hội khoa học,2,9.9,3,A,Đạt
A50239,NA151,Khoa học môi trường,2,6.6,3,C,Đạt
A50239,CS122,Lập trình hướng đối tượng,3,9.7,4,A,Đạt
A50239,ML202,Tư tưởng Hồ Chí Minh,2,6.2,4,C,Đạt
A50239,GE222,Tiếng Anh sơ trung cấp 2,2,8.6,4,A,Đạt
A50239,MA239,Xác suất thống kê,3,7.7,4,B,Đạt
A50239,IS224,Lập trình khoa học dữ liệu,3,7.6,4,B,Đạt
A50239,AI130,Trí tuệ nhân tạo,3,8.9,4,A,Đạt
A50240,CS100,Tin học đại cương,2,6.4,1,C,Đạt
A50240,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.6,1,A,Đạt
A50240,SH131,Pháp luật đại cương,2,8.9,1,A,Đạt
A50240,ML113,Triết học Mác - Lênin,3,6.3,1,C,Đạt
A50240,GE111,Tiếng Anh sơ cấp 1,2,4.4,1,D,Đạt
A50240,CS121,Lập trình cơ sở 1,3,7.3,2,B,Đạt
A50240,MA120,Đại số tuyến tính,3,6.3,2,C,Đạt
A50240,GE112,Tiếng Anh sơ cấp 2,2,5.4,2,D,Đạt
A50240,ML114,Kinh tế chính trị Mác - Lênin,2,6.3,2,C,Đạt
A50240,CS212,Kiến trúc máy tính,3,7.6,2,B,Đạt
A50240,CS123,Lập trình cơ sở 2,2,7.3,3,B,Đạt
A50240,MA110,Giải tích 1,3,6.4,3,C,Đạt
A50240,MI201,Toán rời rạc,3,8.9,3,A,Đạt
A50240,GE121,Tiếng Anh sơ trung cấp 1,2,8.2,3,B,Đạt
A50240,ML115,Chủ nghĩa xã hội khoa học,2,9.6,3,A,Đạt
A50240,NA151,Khoa học môi trường,2,7.7,3,B,Đạt
A50240,CS122,Lập trình hướng đối tượng,3,8.8,4,A,Đạt
A50240,ML202,Tư tưởng Hồ Chí Minh,2,4.0,4,D,Đạt
A50240,GE222,Tiếng Anh sơ trung cấp 2,2,8.6,4,A,Đạt
A50240,MA239,Xác suất thống kê,3,6.3,4,C,Đạt
A50240,IS224,Lập trình khoa học dữ liệu,3,7.1,4,B,Đạt
A50240,AI130,Trí tuệ nhân tạo,3,5.8,4,C,Đạt
A50241,CS100,Tin học đại cương,2,7.9,1,B,Đạt
A50241,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.9,1,B,Đạt
